"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","cmu_date","cmu_iso2","cmu_raw_cli","cmu_smoothed_cli","cmu_raw_ili","cmu_smoothed_ili","cmu_raw_wcli","cmu_smoothed_wcli","cmu_raw_wili","cmu_smoothed_wili","cmu_raw_hh_cmnty_cli","cmu_smoothed_hh_cmnty_cli","cmu_raw_nohh_cmnty_cli","cmu_smoothed_nohh_cmnty_cli","cmu_smoothed_wearing_mask","cmu_smoothed_others_masked","cmu_smoothed_travel_outside_state_5d","cmu_smoothed_work_outside_home_1d","cmu_smoothed_shop_1d","cmu_smoothed_restaurant_1d","cmu_smoothed_spent_time_1d","cmu_smoothed_large_event_1d","cmu_smoothed_public_transit_1d","cmu_smoothed_tested_14d","cmu_smoothed_tested_positive_14d","cmu_smoothed_wanted_test_14d","cmu_smoothed_anxious_5d","cmu_smoothed_depressed_5d","cmu_smoothed_felt_isolated_5d","cmu_smoothed_worried_become_ill","cmu_smoothed_worried_finances"
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-01-31,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,5.56,5.56,6.41,6.41,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/01/31","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/01/31","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-01-31","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,8.89,8.89,10.26,10.26,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/01","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/01","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-01","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/02","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/02","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-02","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/03","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/03","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-03","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/04","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/04","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-04","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/05","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/05","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-05","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/06","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/06","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-06","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/07","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/07","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-07","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/08","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/08","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-08","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/09","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/09","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-09","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/10","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/10","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-10","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/11","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/11","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-11","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/12","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/12","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-12","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/13","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/13","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-13","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-14,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/14","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/14","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-14","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-15,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/15","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/15","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-15","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-16,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/16","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/16","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-16","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/17","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/17","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-17","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/18","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/18","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-18","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/19","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/19","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-19","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/20","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/20","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-20","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/21","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/21","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-21","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/22","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/22","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-22","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/23","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/23","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-23","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/24","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/24","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-24","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/25","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/25","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-25","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/26","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/26","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-26","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/27","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/27","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-27","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/28","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/28","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-28","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/02/29","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/02/29","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-02-29","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,5.56,5.56,7.14,7.14,12.22,12.22,14.1,14.1,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/03/01","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/03/01","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-03-01","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,8.33,8.33,10.71,10.71,13.89,13.89,16.03,16.03,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/03/02","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/03/02","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-03-02","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,NA,NA,0,NA,1,2,NA,NA,0,NA,NA,NA,NA,0,0,8.33,8.33,10.71,10.71,13.89,13.89,16.03,16.03,0,0,0,0,0,0,0,0,0,0,106405,"US_VI","2020/03/03","US",329064917,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/03/03","US_VI",106405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-03-03","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
